Gene.symbol	logFC	adj.P.Val
Ankrd13c	-5.90e-01	0.013672
5430427N15Rik	-5.00e-01	0.013672
A830018L16Rik	-5.00e-01	0.013672
Grb10	-5.13e-01	0.013672
Card6	-5.93e-01	0.013674
5330430P22Rik	-4.10e-01	0.013674
Txlng	-3.77e-01	0.013674
Serinc3	-4.57e-01	0.013674
Cep164	-3.67e-01	0.013674
	-3.67e-01	0.013674
Psmd13	-5.77e-01	0.013681
Hif1a	-6.77e-01	0.013681
2310039F13Rik	-4.83e-01	0.013681
Phb2	-3.33e-01	0.013681
Meg3	-4.70e-01	0.013682
Mrpl21	-4.67e-01	0.013684
	-3.87e-01	0.013684
Asns	-3.50e-01	0.013684
Trpc4ap	-3.73e-01	0.013684
Ranbp2	-6.00e-01	0.013684
Rae1	-3.53e-01	0.013688
	-5.20e-01	0.013694
Atxn10	-4.53e-01	0.013699
Nhsl1	-4.30e-01	0.013705
Chd5	-4.07e-01	0.013709
Aebp2	-7.63e-01	0.013723
AI467606	-3.77e-01	0.013734
Mex3c	-9.93e-01	0.013736
	-6.13e-01	0.013736
Lmna	-4.93e-01	0.013736
Esrra	-5.67e-01	0.013741
	-4.30e-01	0.013741
Hif3a	-5.47e-01	0.013752
Dab2ip	-4.30e-01	0.013752
Nup153	-4.63e-01	0.013752
Mrpl15	-4.93e-01	0.013752
Oprl1	-5.07e-01	0.013752
	-3.83e-01	0.013757
Btrc	-3.70e-01	0.013758
Ctsg	-5.13e-01	0.01376
	-4.47e-01	0.013762
H2-Q6///LOC68395	-3.87e-01	0.013769
Tmem60	-3.73e-01	0.013777
Lpxn	-5.07e-01	0.013777
	-5.80e-01	0.013778
Csn1s2a	-3.60e-01	0.01378
Nutf2-ps1///Nutf2	-6.37e-01	0.013781
LOC100504612	-4.13e-01	0.013782
	-4.47e-01	0.013782
	-4.43e-01	0.013782
Gm16630	-3.57e-01	0.013785
	-4.20e-01	0.013785
Lypd6	-3.37e-01	0.013785
D16Ertd472e	-5.90e-01	0.013792
Pdxdc1	-4.73e-01	0.013792
Gip	-4.73e-01	0.013792
Pde4dip	-5.83e-01	0.013792
Ogfrl1	-3.63e-01	0.013792
Kbtbd12	-4.27e-01	0.013795
Hist1h4m///Hist1h4b///Hist1h4a///Hist1h4n///Hist1h4k///Hist1h4j///Hist1h4i///Hist1h4c///Hist1h4h	-4.93e-01	0.013795
	-3.70e-01	0.013796
Rnf11	-6.37e-01	0.0138
D5Ertd102e	-5.60e-01	0.013801
	-4.47e-01	0.013808
Elavl1	-3.97e-01	0.013809
Fpgt	-4.10e-01	0.013809
Pcif1	-4.00e-01	0.013816
	-4.67e-01	0.01382
BC055324	-6.03e-01	0.01382
Micu3	-4.53e-01	0.013824
4930563D23Rik	-3.93e-01	0.013824
Sell	-6.17e-01	0.013824
Mark2	-3.57e-01	0.013827
	-4.43e-01	0.013827
Flrt3	-4.30e-01	0.013831
Serpinb6c	-3.30e-01	0.013839
	-4.33e-01	0.013846
2900024I21Rik	-5.27e-01	0.013852
Cd1d1	-8.30e-01	0.013852
Tpi1	-4.77e-01	0.013852
Gtpbp3	-4.07e-01	0.013852
	-4.87e-01	0.013856
Serbp1	-8.43e-01	0.013859
	-4.43e-01	0.013859
Aarsd1	-4.27e-01	0.013859
Ccdc62	-5.23e-01	0.013865
Lhx8	-4.27e-01	0.013872
Gabrr1	3.83e-01	0.013874
6030498E09Rik	-3.57e-01	0.013876
Kif18a	-5.13e-01	0.013876
Pag1	-4.33e-01	0.013876
Tbc1d22b	-3.40e-01	0.013876
Psen2	-7.00e-01	0.013881
Tfe3	-3.63e-01	0.013881
Ppp2r2c	-3.80e-01	0.013885
Defb35	-3.93e-01	0.013886
Ndufb2	-4.43e-01	0.013886
	-4.80e-01	0.013886
Phf19	-4.80e-01	0.013886
	-4.00e-01	0.013886
5830433M15Rik	-3.77e-01	0.013891
1700006F04Rik	-3.60e-01	0.013892
Glb1l///Ankzf1	-4.73e-01	0.013892
Gja1	-5.10e-01	0.013892
Asb6	-3.93e-01	0.013897
Htr2b	-4.20e-01	0.013901
Palm2///Akap2	-5.17e-01	0.013909
	-3.80e-01	0.013909
	-3.83e-01	0.013909
Sgpp1	-5.97e-01	0.01391
Zfp410	-6.33e-01	0.013914
Ehd1	-5.10e-01	0.013916
Tmem242	-3.57e-01	0.013916
	-3.77e-01	0.013916
Unc13c	-4.70e-01	0.013916
Zfp715	-4.07e-01	0.013916
9230108I15Rik	-4.17e-01	0.013916
Svip	-4.57e-01	0.013919
	-4.10e-01	0.013919
Anpep	-6.03e-01	0.013919
H13	-5.13e-01	0.013927
Lamtor2	-3.77e-01	0.013927
Mphosph8	-4.03e-01	0.013928
Gm104	-4.03e-01	0.013928
Hsd17b4	-3.90e-01	0.013928
Daam2	-4.60e-01	0.013928
	-4.83e-01	0.013928
Pdlim2	-5.73e-01	0.013928
	-4.93e-01	0.013928
	-3.60e-01	0.013928
	-3.83e-01	0.013942
Rabep2	-3.80e-01	0.013942
Ccnd2	-4.87e-01	0.013942
4930435N07Rik	-4.67e-01	0.013942
Bclaf1	-4.47e-01	0.013942
1190003K10Rik	-3.97e-01	0.013946
Vsx2	4.30e-01	0.013946
Pcsk2	-3.67e-01	0.013952
Rps6	-3.67e-01	0.013952
Wdr33	-3.80e-01	0.013953
Rit2	-3.57e-01	0.013953
AI317395	-3.47e-01	0.013956
Kcnv1	-3.63e-01	0.013956
Psmb4	-4.03e-01	0.01396
Sf3a1	-4.00e-01	0.01396
Trim8	-5.37e-01	0.01396
Rab11fip4	-3.93e-01	0.01396
Mms22l	-4.20e-01	0.013967
Nkx2-4	-4.57e-01	0.013967
Atp8b3	-3.47e-01	0.013971
	-4.27e-01	0.013973
	-3.90e-01	0.013974
2210010C04Rik	-3.83e-01	0.013976
Eno2	-7.83e-01	0.013984
Kctd10	-5.30e-01	0.013984
Gdap1l1	-4.17e-01	0.013987
Tpm1	-5.40e-01	0.013988
Lrrc34	-4.20e-01	0.013988
	-4.20e-01	0.013988
Gtf3c2	-3.83e-01	0.013988
Smarcd1	-3.67e-01	0.01399
Cul7	-3.67e-01	0.01399
Zfp503	-4.33e-01	0.013993
Ppm1a	-4.60e-01	0.013993
Ddx39	-3.57e-01	0.013993
Cpsf6	-5.63e-01	0.013993
Bcl2l2	-5.47e-01	0.013993
Cdh4	-3.90e-01	0.013994
Cyp7b1	-4.37e-01	0.013995
Arid2	-5.03e-01	0.013996
Kif2c	-5.00e-01	0.014006
	-5.00e-01	0.014006
Haus2	-5.23e-01	0.014006
Smgc	-3.90e-01	0.014006
	-5.67e-01	0.014006
1700019G17Rik	-4.27e-01	0.014007
Tmeff2	-3.60e-01	0.014007
	-3.83e-01	0.014007
Prl3d2///Prl3d1	3.33e-01	0.014008
Nin	-4.03e-01	0.014025
Grlf1	-6.20e-01	0.014025
Rhox5	-3.80e-01	0.014025
Fez2	-3.93e-01	0.01403
Gm13139	-4.70e-01	0.014032
Lss	-5.70e-01	0.014032
Tex18	-3.57e-01	0.014037
	-4.73e-01	0.01404
Ctbp1	-4.27e-01	0.014041
Med13l	-4.07e-01	0.014041
Arhgef40	-3.67e-01	0.014043
Adck5	-4.57e-01	0.014043
Xkr4	-3.47e-01	0.014043
Smtn	-4.40e-01	0.014044
Vma21	-8.47e-01	0.014045
2010107G23Rik	-4.47e-01	0.014046
AF529169	-5.03e-01	0.014046
	-4.07e-01	0.014049
2810038L03Rik	-5.10e-01	0.01405
2310042D19Rik	-4.97e-01	0.014054
Cltc	-4.03e-01	0.014055
	-4.13e-01	0.014061
Trip11	-3.93e-01	0.014064
Folr4	-4.60e-01	0.014072
	-3.70e-01	0.014072
Gabra1	-4.40e-01	0.014074
Slc25a36	-4.40e-01	0.014074
Hmga1-rs1///Hmga1	-6.47e-01	0.014074
Acvr1	-4.87e-01	0.014075
1700047M11Rik	-4.63e-01	0.014075
	-3.63e-01	0.014075
Ttc30b	-3.90e-01	0.014077
Ap5z1	-3.73e-01	0.014079
Ndufb6	-3.80e-01	0.014088
2810013P06Rik	-4.67e-01	0.014088
Syne1	-3.47e-01	0.014088
March2	-3.63e-01	0.014089
Dst	-4.03e-01	0.014089
Malat1	-6.37e-01	0.014089
	-3.60e-01	0.014092
Kcnmb1	-4.23e-01	0.014093
Fam76b	-4.33e-01	0.014095
Fbxl16	-4.43e-01	0.014096
Xrcc3	-4.90e-01	0.014096
Ntrk2	4.30e-01	0.014096
Letm2	-4.57e-01	0.014101
Prpf38a	-4.77e-01	0.014103
Dennd5b	-6.40e-01	0.014106
Med27	-3.33e-01	0.014107
	-5.27e-01	0.014114
Pitpnc1	-3.63e-01	0.014117
Zfx	-8.30e-01	0.014117
Aig1	-4.57e-01	0.014118
Gabrb3	-3.57e-01	0.014118
Col22a1	-5.27e-01	0.014118
Mien1	-4.80e-01	0.014118
	-4.43e-01	0.014124
	-4.40e-01	0.014127
Cd248	-9.70e-01	0.014127
Trpc7	-3.57e-01	0.014134
Cib2	-4.23e-01	0.014134
Gm17669///LOC100503055///Gm10709///Gm12508///Gm6344///Rpl29	-4.77e-01	0.014135
Safb	-3.80e-01	0.014135
4930466F19Rik	-3.40e-01	0.01415
Gm6600	-3.60e-01	0.01415
Tpbpa	-3.60e-01	0.01415
Clca2	-3.60e-01	0.01415
Ssu72	-5.00e-01	0.01415
Tet2	-6.60e-01	0.014154
	-4.57e-01	0.014156
Ccng1	-5.80e-01	0.014157
Mmaa	-3.83e-01	0.014157
	-3.73e-01	0.014157
Bin1	-4.63e-01	0.014159
Shfm1	-4.77e-01	0.014159
Gm10399	-4.37e-01	0.014167
Zfp651	-4.03e-01	0.014167
Cyp11a1	4.80e-01	0.014167
Atxn2l	-3.60e-01	0.01418
Kif2a	-5.20e-01	0.014186
Uba1y	4.40e-01	0.01419
Appbp2	-4.30e-01	0.014193
Tmem234	-6.00e-01	0.014194
1700019B03Rik	-4.03e-01	0.014195
Ccdc158	-4.50e-01	0.014196
Ephx4	-4.00e-01	0.014197
Atp5e	-4.00e-01	0.014197
Gm15498	-3.40e-01	0.014197
Pabpc5	-3.40e-01	0.014197
Hs2st1	-4.23e-01	0.014197
Pstpip2	-3.80e-01	0.014201
Alg5	-3.80e-01	0.014201
Zhx2	-4.70e-01	0.014205
Gm14634	-4.53e-01	0.014208
Vps45	-3.73e-01	0.014214
Msh3	-5.30e-01	0.014215
S1pr2	-4.67e-01	0.014215
Slc25a48	-3.77e-01	0.014216
Rai1	-3.53e-01	0.01422
	-3.43e-01	0.014224
Ube2w	-6.20e-01	0.014225
Cog2	-3.47e-01	0.014228
Ubap2l	-5.40e-01	0.014231
Gm19531	-3.70e-01	0.014233
Sfrp1	-4.53e-01	0.014237
Nodal	-4.07e-01	0.014244
Lemd3	-4.27e-01	0.014244
Rbm6	-4.33e-01	0.014248
	-3.70e-01	0.014248
Actrt1	-6.63e-01	0.014248
	-3.67e-01	0.014249
Rab18	-3.90e-01	0.014249
2410006H16Rik	-4.50e-01	0.014249
Atp13a2	-4.30e-01	0.014249
Rbbp7	-4.77e-01	0.014252
4930520K10Rik	-3.97e-01	0.014258
Tyro3	-4.80e-01	0.01426
Sbf2	-4.57e-01	0.014266
Calu	-5.10e-01	0.014266
F8a	-4.17e-01	0.01427
Tmem191c	-3.97e-01	0.014271
Gtf2a1	-4.27e-01	0.014274
Sfpq	-3.70e-01	0.014274
Cox10	-3.70e-01	0.014274
Pex10	-5.13e-01	0.014275
Arpp21	-4.70e-01	0.014284
	-4.37e-01	0.014288
Lig3	-3.83e-01	0.014288
Ovol2	-3.63e-01	0.014288
Jkamp	-3.63e-01	0.014288
	-3.87e-01	0.014288
Nacc2	-4.60e-01	0.014288
Hemk1	-3.53e-01	0.014295
Gm11696	-4.83e-01	0.014295
	-3.57e-01	0.014297
Rarg	-6.33e-01	0.014304
Loxl1	-4.87e-01	0.014316
Pebp1	-3.83e-01	0.014316
Mdc1	-3.70e-01	0.014319
Marveld1	-4.70e-01	0.01432
Htr1d	-4.07e-01	0.014325
1700106J12Rik	-4.23e-01	0.014329
Diexf	-4.47e-01	0.014332
	-4.10e-01	0.014334
	-3.97e-01	0.014334
	-5.27e-01	0.014345
Kcnc3	-3.53e-01	0.014348
Rpp21	-4.80e-01	0.014348
Dtd2	-3.37e-01	0.014356
Ap1b1	-3.50e-01	0.014358
4933408J17Rik	-3.43e-01	0.01436
Bdnf	-4.67e-01	0.014362
Ndrg2	-4.43e-01	0.014363
Mysm1	-4.23e-01	0.014363
Car5a	-4.93e-01	0.014366
4933434I20Rik	-3.40e-01	0.014368
Gm20120	-4.17e-01	0.014376
Mtap	-4.60e-01	0.014379
Vsig1	-3.63e-01	0.014384
Arvcf	-5.53e-01	0.014397
Efemp2	-3.57e-01	0.014402
1110002E22Rik	-4.40e-01	0.014408
Rnf219	-4.83e-01	0.014408
Mdn1	-4.30e-01	0.014409
Ptpn1	-4.27e-01	0.014412
Dqx1	-3.90e-01	0.014412
Eif2d	-3.43e-01	0.014412
Polr3a	-3.43e-01	0.014412
Pbld2	-4.13e-01	0.014412
	-4.40e-01	0.014414
Cdc25c	-4.90e-01	0.014415
Hip1	-4.73e-01	0.014415
Klf6	-4.87e-01	0.014417
	-4.87e-01	0.014417
Srd5a1	-5.00e-01	0.014417
Kmt2e	-4.70e-01	0.014421
Cep120	-5.23e-01	0.014426
Itga5	-3.73e-01	0.014428
Vwa9	-6.70e-01	0.014428
Rer1	-4.57e-01	0.014428
Prkx	-4.10e-01	0.014444
Gm16039///Glcci1	-3.53e-01	0.014444
Pfpl	-4.17e-01	0.014444
Snap47	-4.13e-01	0.014444
Csn3	-4.00e-01	0.014444
Hddc3	-4.00e-01	0.014444
Oat	-4.27e-01	0.014452
Gykl1	-3.67e-01	0.014458
Tnks	6.17e-01	0.014458
Gen1	-5.30e-01	0.014463
Tmod4	-5.43e-01	0.014463
Ido1	-5.43e-01	0.014463
Ceacam14	-3.30e-01	0.014474
B4galt1	-3.30e-01	0.014474
E130107B13Rik	-3.43e-01	0.01448
Jmjd7///Pla2g4b	-3.37e-01	0.01448
8430432A02Rik	-4.33e-01	0.014482
	-4.60e-01	0.014483
	-5.50e-01	0.014492
	-3.57e-01	0.014492
	-5.23e-01	0.014492
Lrrc27	-4.77e-01	0.014492
	-4.77e-01	0.014492
Idh3g	-3.47e-01	0.014492
Mast2	-3.47e-01	0.014492
Asb9	-4.40e-01	0.014492
Tbc1d20	-4.07e-01	0.014492
Trpm2	-4.33e-01	0.014498
	-3.67e-01	0.014498
Plekha8	-3.67e-01	0.014498
Ifna12///Gm12597///Gm13280///Ifnab///Ifna9///Ifna7///Ifna6///Ifna5///Ifna1	-4.87e-01	0.014498
Apbb1	-4.40e-01	0.0145
AU015680	-3.80e-01	0.0145
Mycl1	-5.13e-01	0.0145
Rnf144b	3.37e-01	0.014509
5330439B14Rik	-4.43e-01	0.014511
	-4.87e-01	0.014515
Klra17	-3.50e-01	0.014515
Inpp5k	-3.83e-01	0.014517
	-3.77e-01	0.014521
Nxnl2	-3.80e-01	0.014528
AA467197	-3.63e-01	0.014528
Camkk1	-4.33e-01	0.014528
	-4.33e-01	0.014528
Ifih1	5.73e-01	0.01453
	-5.57e-01	0.014533
Yif1a	-4.50e-01	0.014544
Tmem219	-4.23e-01	0.01455
	-3.57e-01	0.01455
Tmem215	-3.53e-01	0.014552
Hist1h4j	-6.93e-01	0.014555
Rbfox2	-3.90e-01	0.014564
Hoxa9	-3.37e-01	0.014564
Ccdc85a	-4.07e-01	0.014566
Trio	-4.27e-01	0.014569
Mif4gd	-3.87e-01	0.014569
Tmem134	-3.87e-01	0.014569
Sod2	-3.87e-01	0.014569
Ccdc87	3.83e-01	0.01457
	-4.43e-01	0.01457
Actl9	-3.97e-01	0.01457
LOC100504949///Gm8203///H2afz	-6.47e-01	0.01457
Eps15	-3.37e-01	0.014577
Rmi1	-4.70e-01	0.014577
Pi4ka	-3.57e-01	0.014577
Tmem229b	-4.63e-01	0.01459
	-4.03e-01	0.01459
Zfp14	-7.00e-01	0.01459
Phip	-4.77e-01	0.01459
Impad1	-5.30e-01	0.01459
Klhl22	-3.50e-01	0.014594
Scfd1	-6.37e-01	0.014594
Mvb12b	-3.83e-01	0.014594
4930568K20Rik	-4.47e-01	0.014594
Pds5b	-6.60e-01	0.014594
Gprc5b	-4.17e-01	0.014594
Dpm1///Adnp	-3.90e-01	0.014594
Calr	-3.63e-01	0.014597
Mdm1	-3.63e-01	0.014597
Gm20253///Caprin1	-3.43e-01	0.014601
Col9a2	-3.90e-01	0.014608
Dcdc2c	-3.30e-01	0.014608
2610034E01Rik	-4.13e-01	0.014608
Cttnbp2	-3.63e-01	0.014612
Hnrnpf	-3.63e-01	0.014612
Cox7a1	-3.57e-01	0.014618
Stim1	-3.93e-01	0.014618
Camkmt	-4.03e-01	0.014618
Rai1	-4.03e-01	0.014618
Scg5	-9.03e-01	0.014618
Sh3bgrl	-5.47e-01	0.014619
Btbd19	-3.67e-01	0.014619
Ssxb1	-4.50e-01	0.014619
Tlk1	-5.10e-01	0.014619
Eif2ak1	-3.37e-01	0.014619
Runx1t1	-3.60e-01	0.01462
Srsf11	-3.97e-01	0.014622
Trim9	-3.47e-01	0.014624
Parpbp	-3.83e-01	0.014624
Git2	-4.03e-01	0.014624
Ppp1r12b	-5.20e-01	0.014626
Ces1d	-4.60e-01	0.014632
Gm10796	-4.07e-01	0.014632
	-3.60e-01	0.014633
	-3.80e-01	0.014635
Kcnj3	-3.80e-01	0.014635
Gsn	-3.93e-01	0.014635
Alyref2///Alyref	-4.63e-01	0.014637
	-3.43e-01	0.014642
	-4.70e-01	0.014643
	-3.63e-01	0.014648
	-4.87e-01	0.014648
Twist1	-3.80e-01	0.014648
Ssrp1	-3.97e-01	0.014658
	-3.77e-01	0.014659
	-5.73e-01	0.01466
Zmynd8	-5.10e-01	0.01466
Pum2	-3.90e-01	0.014661
Sec1	-4.73e-01	0.014669
Rab3il1	-4.33e-01	0.014672
Riiad1	-4.30e-01	0.014673
C79240	-4.43e-01	0.014677
Ube2r2	-4.80e-01	0.014683
H2-Q7	-4.73e-01	0.014689
Rusc2	-3.40e-01	0.014695
Klhdc2	-3.73e-01	0.014695
	-4.27e-01	0.014695
Lrp11	-3.97e-01	0.014696
Gne	-4.23e-01	0.0147
Limch1	4.20e-01	0.014702
Elane	-5.73e-01	0.014704
Gm9856	-3.83e-01	0.014704
	-3.83e-01	0.014704
	-5.07e-01	0.014706
Vwa3b	-4.87e-01	0.014706
Smg6	-3.60e-01	0.014706
Tlr7	-4.23e-01	0.014706
Eif5	-3.53e-01	0.014706
	-4.60e-01	0.014712
Slc1a2	-4.27e-01	0.014712
Epha1	-4.97e-01	0.014712
	-3.80e-01	0.014714
Myf5	-3.57e-01	0.014714
Fbxo4	-4.40e-01	0.014714
Tmx3	-4.03e-01	0.014715
	-3.53e-01	0.014717
Egfl7	-3.30e-01	0.014717
Ppt1	-9.57e-01	0.014717
Gm715	-4.13e-01	0.014717
Chrm3	-4.07e-01	0.014717
Grip1	-4.07e-01	0.014717
Huwe1	-7.53e-01	0.014717
Pex3	-4.03e-01	0.014724
Cd24a	-5.13e-01	0.014724
Eps15	-3.87e-01	0.014728
	-4.13e-01	0.014728
Solh	-3.83e-01	0.014735
Ppp6r1	-5.43e-01	0.014736
Akr1e1	-3.67e-01	0.014737
Gpr26	-4.90e-01	0.014739
	-3.70e-01	0.01474
Plscr3	-6.47e-01	0.014746
Cnpy2	-4.43e-01	0.014763
Thap6	-4.37e-01	0.014766
Zfp719	-3.37e-01	0.014767
Gnaz	-5.47e-01	0.014767
Eral1	-3.50e-01	0.014768
Slain1	-3.90e-01	0.014774
Crispld2	-3.63e-01	0.014779
	-3.83e-01	0.014779
Kcnh3	-5.17e-01	0.014782
	-4.10e-01	0.014782
Smad5	-3.93e-01	0.014784
Rpa2	-4.47e-01	0.014784
Rab14	-4.03e-01	0.014786
	-4.77e-01	0.014786
Rpn1	-3.40e-01	0.014786
	-5.23e-01	0.014787
	-4.23e-01	0.014788
Anapc16	-4.33e-01	0.014788
March11	-3.67e-01	0.014796
Pcyt2	-3.67e-01	0.014796
Flnc	-4.53e-01	0.014796
4930402F06Rik	-4.30e-01	0.014804
4921530D09Rik	-4.83e-01	0.014807
Ccdc134	-5.00e-01	0.01481
Ccdc141	-3.90e-01	0.01481
Adcy9	-5.70e-01	0.014813
	-4.17e-01	0.014813
Catsperg1	4.17e-01	0.014813
	-3.63e-01	0.014819
Klrb1b	-4.07e-01	0.014827
Fads3	-3.83e-01	0.014831
Asb6	-5.10e-01	0.014836
	-3.43e-01	0.014836
Qdpr	-3.57e-01	0.014836
Pcdh9	-3.97e-01	0.014838
Mapre2	-4.07e-01	0.014838
Skp2	-4.90e-01	0.014839
Sypl	-3.87e-01	0.01485
2310014L17Rik	-4.20e-01	0.01485
Atxn7l1	-3.73e-01	0.014856
C230098O21Rik	-7.40e-01	0.014858
Ptprv	-4.03e-01	0.01486
1700016K19Rik	-4.07e-01	0.014864
Vmn1r58	-4.27e-01	0.014874
Fam210a	-3.77e-01	0.014878
Fhl1	-3.80e-01	0.014878
Lancl2	-5.23e-01	0.014878
	-3.97e-01	0.014878
C80171	-5.03e-01	0.014878
	-3.57e-01	0.014886
A230091C14Rik	-6.67e-01	0.014889
Vars2	-3.67e-01	0.014889
Egln1	-8.20e-01	0.014889
Gpr123	-3.80e-01	0.01489
C79744	-4.90e-01	0.01489
Pdgfra	-6.67e-01	0.01489
Bcat1	-6.87e-01	0.014893
Zfp180	-4.20e-01	0.014893
Vcl	-4.33e-01	0.014895
	-4.63e-01	0.014896
Vps13b	-4.07e-01	0.014896
Tmed7	-4.97e-01	0.014898
	-4.60e-01	0.0149
Soat1	-5.27e-01	0.0149
Gcm2	-5.13e-01	0.014903
Thyn1	-4.77e-01	0.014905
Tbx21	-3.93e-01	0.014906
Gc	-4.00e-01	0.014909
Fxyd5	-4.33e-01	0.014914
Sde2	-3.30e-01	0.014914
9630023C09Rik	-4.17e-01	0.014914
Jam2	-1.33	0.014917
Tmem107	-4.23e-01	0.014918
9030624J02Rik	-4.60e-01	0.014927
Hpgd	-4.03e-01	0.014927
Yeats2	-3.33e-01	0.014927
	-6.47e-01	0.014927
Trp53bp2	-4.93e-01	0.014928
Ptcd3	-4.77e-01	0.014929
Efna4	-5.50e-01	0.014935
4930524C18Rik	-4.83e-01	0.014938
Thap3	-3.47e-01	0.014938
	-3.77e-01	0.014938
Arhgef5	-3.57e-01	0.014938
Nfib	-6.77e-01	0.014941
Snx30	-6.10e-01	0.014941
	-4.57e-01	0.014944
Nek7	-4.63e-01	0.014944
4833412E19Rik	-5.00e-01	0.014944
Mapk13	-4.23e-01	0.014947
Kctd15	-3.50e-01	0.014952
Mdk	-5.40e-01	0.014958
Casp9	-3.30e-01	0.014967
Prmt5	-3.60e-01	0.014971
Ube3a	-6.00e-01	0.014972
Phc1	-3.83e-01	0.014972
Arf6	-6.67e-01	0.014972
Tfdp1	-4.10e-01	0.014972
Elavl3	-4.10e-01	0.014972
Chrna2	-4.37e-01	0.014972
Ccl28	-3.33e-01	0.014977
Pkn3	-4.30e-01	0.014978
	-4.77e-01	0.014978
9130023H24Rik	-4.23e-01	0.014979
Eya1	-3.73e-01	0.014989
Acss1	-4.13e-01	0.014989
Fam171a2	-7.37e-01	0.014991
Zfp513	-5.77e-01	0.014998
	-5.07e-01	0.015001
2900017F05Rik	-3.37e-01	0.015001
Shisa4	-3.37e-01	0.015001
1010001B22Rik	-3.93e-01	0.015004
Wdpcp	-5.10e-01	0.015012
Xpot	-5.20e-01	0.015013
	-5.70e-01	0.015013
4930442E04Rik	-3.60e-01	0.015013
Klhl2	-7.93e-01	0.015017
3110080E11Rik	-3.27e-01	0.015017
Insm1	-3.37e-01	0.015017
Abhd5	-6.10e-01	0.015018
Prl8a8	-4.30e-01	0.015018
Angptl7	-4.90e-01	0.015018
Sectm1a	-4.27e-01	0.015022
Foxl2	-5.20e-01	0.015023
Ppp1r13l	-3.97e-01	0.015028
Nelfa	-3.80e-01	0.015028
	-4.03e-01	0.015029
4930422G04Rik	-3.77e-01	0.015029
Kdm5c	-4.07e-01	0.015029
Rab11a	-3.90e-01	0.015032
Cenpf	-3.87e-01	0.015032
	-3.67e-01	0.015032
Tinag	-3.67e-01	0.015032
AI848615	-3.67e-01	0.015032
Zfp811	-3.93e-01	0.015034
Soat1	-5.30e-01	0.01504
Prrc1	-3.37e-01	0.015048
Gnas	-4.37e-01	0.015065
	-4.97e-01	0.015068
Zfp874a	-4.03e-01	0.015068
	-8.50e-01	0.015076
Tiparp	-4.20e-01	0.015076
Rragd	-3.43e-01	0.015079
Kirrel3	-3.93e-01	0.01508
Zfp711	-3.70e-01	0.01508
Mtl5	-5.33e-01	0.015088
Naa10	-3.53e-01	0.015088
Klf6	-4.00e-01	0.015088
	-4.60e-01	0.015089
4930429F24Rik	-3.60e-01	0.015108
Smad4	-3.37e-01	0.015108
C80278	-3.97e-01	0.015108
Gpr115	-4.37e-01	0.015108
Ppargc1a	-5.53e-01	0.015115
Ccdc22	-3.87e-01	0.015122
Nkapl	-3.87e-01	0.015122
A730082K24Rik	-3.53e-01	0.015124
Dusp8	-4.23e-01	0.015127
Rhno1	-4.17e-01	0.015129
9630050E16Rik	-3.80e-01	0.015129
Eif1b	-4.37e-01	0.015129
Rhog	-3.67e-01	0.015129
2810410P21Rik	-4.33e-01	0.01513
Tgfbr1	-8.20e-01	0.015136
Add3	-7.83e-01	0.015136
Gatsl2	-5.07e-01	0.015138
Bcam	-6.27e-01	0.015141
Calm1	-4.47e-01	0.015141
Kat8	-3.73e-01	0.015144
Dazl	-3.50e-01	0.015145
Itga9	-5.10e-01	0.015146
Stard10	-4.73e-01	0.015158
Thrsp	-5.00e-01	0.015159
Riok3	3.77e-01	0.015159
Cnn2	-4.37e-01	0.015159
	-4.10e-01	0.015159
Vcam1	-5.47e-01	0.015178
Hspa12b	-4.43e-01	0.015178
Gpr179	-4.97e-01	0.015186
Hs3st3b1	-3.30e-01	0.015186
2610002J02Rik	-3.77e-01	0.015192
AU022121	4.77e-01	0.015193
BC089597	-4.20e-01	0.015193
Sla2	-4.57e-01	0.015195
Pla2g12a	-3.90e-01	0.015196
Syn2	-4.17e-01	0.015198
Slc8a1	-4.77e-01	0.0152
Tigd5	-3.93e-01	0.015216
Slc25a13	-4.23e-01	0.01522
	-4.43e-01	0.015223
Zscan22	-3.53e-01	0.015224
Unk	-5.40e-01	0.01523
	-4.77e-01	0.015231
	-4.10e-01	0.015241
Ngfr	-4.87e-01	0.015244
	-4.87e-01	0.015244
Nfic	-4.87e-01	0.015244
Slc25a24	-6.67e-01	0.015248
Kdelc2	-8.60e-01	0.015252
Gm13262	-4.50e-01	0.015253
Appl1	-5.70e-01	0.015253
Phka2	-4.23e-01	0.015254
Cdx1	-3.63e-01	0.015255
Lix1	-4.07e-01	0.015257
Eif2ak1	-3.80e-01	0.015258
	-5.00e-01	0.015261
Scp2	-3.40e-01	0.015265
AU022436	-4.63e-01	0.015265
Cggbp1	-5.73e-01	0.015265
H2-D1	-3.37e-01	0.01527
Dapp1	3.53e-01	0.015271
Ddx59	-4.53e-01	0.015281
Medag	-6.23e-01	0.015282
Sfi1	-6.87e-01	0.015282
A930007I19Rik	-4.00e-01	0.015282
Ncs1	-6.17e-01	0.015282
Eif4g2	-6.03e-01	0.015286
	-3.53e-01	0.015286
Cep85	-3.47e-01	0.015286
Klhl26	-4.70e-01	0.015286
Tmem88	-3.97e-01	0.015286
Zfp281	-4.27e-01	0.01529
Hoxd13	-4.77e-01	0.015298
Gpr137b	-6.27e-01	0.015298
Becn1	-6.37e-01	0.015298
4933431E20Rik	-8.27e-01	0.015301
